# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.00919095 -----------------
#dely    BF
0.050 -0.0238 -0.0000
0.150 -0.0218 -0.0000
0.250 -0.0150 -0.0000
0.350 -0.0105 -0.0000
0.450 -0.0045 -0.0000
0.550  0.0030  0.0000
0.650  0.0082  0.0000
0.750  0.0136  0.0000
0.850  0.0163  0.0000
0.950  0.0174  0.0000
1.050  0.0190  0.0000
1.150  0.0189  0.0000
1.250  0.0178  0.0000
1.350  0.0172  0.0000
1.450  0.0146  0.0000
1.550  0.0119  0.0000
1.650  0.0071  0.0000
1.750  0.0026  0.0000
