# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=1000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.208725 -----------------
#dely    BF
0.050  0.3571  0.0008
0.150  0.3272  0.0007
0.250  0.2923  0.0007
0.350  0.2626  0.0006
0.450  0.2122  0.0005
0.550  0.1775  0.0005
0.650  0.1401  0.0004
0.750  0.1080  0.0003
0.850  0.0766  0.0003
0.950  0.0595  0.0002
1.050  0.0362  0.0002
1.150  0.0233  0.0001
1.250  0.0126  0.0001
1.350  0.0052  0.0000
1.450  0.0015  0.0000
1.550 -0.0025 -0.0000
1.650 -0.0008 -0.0000
1.750 -0.0012 -0.0000
