# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.26191 -----------------
#dely    BF
0.050  0.4849  0.0006
0.150  0.4507  0.0005
0.250  0.3935  0.0005
0.350  0.3378  0.0004
0.450  0.2732  0.0004
0.550  0.2161  0.0003
0.650  0.1642  0.0003
0.750  0.1185  0.0002
0.850  0.0803  0.0002
0.950  0.0518  0.0001
1.050  0.0309  0.0001
1.150  0.0164  0.0000
1.250  0.0056  0.0000
1.350  0.0007  0.0000
1.450 -0.0018 -0.0000
1.550 -0.0021 -0.0000
1.650 -0.0014 -0.0000
1.750 -0.0002 -0.0000
