# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.29131 -----------------
#dely    BF
0.050  0.5230  0.0002
0.150  0.4755  0.0002
0.250  0.4180  0.0002
0.350  0.3563  0.0002
0.450  0.2945  0.0002
0.550  0.2354  0.0001
0.650  0.1827  0.0001
0.750  0.1365  0.0001
0.850  0.1003  0.0001
0.950  0.0711  0.0001
1.050  0.0477  0.0000
1.150  0.0316  0.0000
1.250  0.0193  0.0000
1.350  0.0114  0.0000
1.450  0.0057  0.0000
1.550  0.0028  0.0000
1.650  0.0010  0.0000
1.750  0.0003  0.0000
