# ICODE=211, JCODE=-321
# SIGMA_QGP=1, SIGMA_HAD=0.2
# NSAMPLE=1000000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.175, BARYON_FUDGE=0.65
# ------- normalization=0.0132935 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0197  0.0000  0.0033  0.0047  0.0117
0.150  0.0191  0.0000  0.0031  0.0045  0.0115
0.250  0.0180  0.0000  0.0030  0.0041  0.0109
0.350  0.0164  0.0000  0.0027  0.0036  0.0102
0.450  0.0144  0.0000  0.0024  0.0030  0.0090
0.550  0.0121  0.0000  0.0021  0.0024  0.0076
0.650  0.0100  0.0000  0.0018  0.0018  0.0063
0.750  0.0080  0.0000  0.0015  0.0014  0.0051
0.850  0.0059  0.0000  0.0012  0.0010  0.0037
0.950  0.0040  0.0000  0.0010  0.0007  0.0024
1.050  0.0026  0.0000  0.0008  0.0004  0.0014
1.150  0.0015  0.0000  0.0006  0.0002  0.0007
1.250  0.0008  0.0000  0.0004  0.0001  0.0003
1.350  0.0004  0.0000  0.0002  0.0001  0.0001
1.450  0.0002  0.0000  0.0001  0.0000  0.0000
1.550  0.0001  0.0000  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
