# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.119437 -----------------
#dely    BF
0.050  0.2902  0.0017
0.150  0.2565  0.0015
0.250  0.2132  0.0014
0.350  0.1567  0.0011
0.450  0.1099  0.0008
0.550  0.0726  0.0006
0.650  0.0437  0.0004
0.750  0.0246  0.0003
0.850  0.0133  0.0002
0.950  0.0073  0.0001
1.050  0.0036  0.0001
1.150  0.0015  0.0000
1.250  0.0007  0.0000
1.350  0.0003  0.0000
1.450  0.0001  0.0000
1.550 -0.0000 -0.0000
1.650 -0.0000 -0.0000
1.750  0.0000  0.0000
