# ICODE=211, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0183226 -----------------
#dely    BF
0.050  0.0364  0.0006
0.150  0.0239  0.0004
0.250  0.0328  0.0006
0.350  0.0258  0.0005
0.450  0.0248  0.0005
0.550  0.0151  0.0003
0.650  0.0071  0.0002
0.750  0.0062  0.0002
0.850  0.0043  0.0001
0.950  0.0047  0.0002
1.050  0.0030  0.0001
1.150 -0.0009 -0.0001
1.250  0.0003  0.0000
1.350 -0.0001 -0.0000
1.450 -0.0000 -0.0000
1.550  0.0000  0.0000
1.650 -0.0000 -0.0000
1.750  0.0000  0.0000
