# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0527856 -----------------
#dely    BF
0.050 -0.0344 -0.0000
0.150 -0.0336 -0.0000
0.250 -0.0348 -0.0000
0.350 -0.0359 -0.0001
0.450 -0.0387 -0.0001
0.550 -0.0394 -0.0001
0.650 -0.0385 -0.0001
0.750 -0.0425 -0.0001
0.850 -0.0418 -0.0001
0.950 -0.0409 -0.0001
1.050 -0.0387 -0.0001
1.150 -0.0324 -0.0001
1.250 -0.0271 -0.0001
1.350 -0.0220 -0.0001
1.450 -0.0152 -0.0001
1.550 -0.0085 -0.0001
1.650 -0.0033 -0.0000
1.750 -0.0003 -0.0000
