# ICODE=211, JCODE=-321
# SIGMA_QGP=1.1372, SIGMA_HAD=0.531641
# NSAMPLE=10000000, Tblast=78.8781, UPERPblast(x,y)=(0.7466,0.7466)
# SOVERUD=0.6705, QUARK_ENTROPY_RATIO=0.2213, BARYON_FUDGE=0.6537
# ------- normalization=0.013058 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0184  0.0000  0.0039  0.0026  0.0120
0.150  0.0178  0.0000  0.0035  0.0025  0.0117
0.250  0.0170  0.0000  0.0035  0.0023  0.0112
0.350  0.0159  0.0000  0.0034  0.0020  0.0106
0.450  0.0140  0.0000  0.0028  0.0017  0.0095
0.550  0.0119  0.0000  0.0023  0.0013  0.0082
0.650  0.0103  0.0000  0.0022  0.0012  0.0068
0.750  0.0085  0.0000  0.0020  0.0009  0.0057
0.850  0.0063  0.0000  0.0015  0.0007  0.0041
0.950  0.0046  0.0000  0.0014  0.0005  0.0027
1.050  0.0027  0.0000  0.0009  0.0003  0.0015
1.150  0.0016  0.0000  0.0006  0.0002  0.0008
1.250  0.0009  0.0000  0.0005  0.0001  0.0003
1.350  0.0004  0.0000  0.0003  0.0000  0.0001
1.450  0.0002  0.0000  0.0002  0.0000  0.0000
1.550  0.0001  0.0000  0.0001  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
