# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0311841 -----------------
#dely    BF
0.050 -0.0164 -0.0001
0.150 -0.0195 -0.0001
0.250 -0.0245 -0.0001
0.350 -0.0301 -0.0001
0.450 -0.0334 -0.0002
0.550 -0.0354 -0.0002
0.650 -0.0341 -0.0002
0.750 -0.0321 -0.0002
0.850 -0.0271 -0.0002
0.950 -0.0212 -0.0002
1.050 -0.0160 -0.0001
1.150 -0.0107 -0.0001
1.250 -0.0066 -0.0001
1.350 -0.0032 -0.0001
1.450 -0.0012 -0.0000
1.550 -0.0003 -0.0000
1.650 -0.0000 -0.0000
1.750  0.0000  0.0000
