# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=1000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.246402 -----------------
#dely    BF
0.050  0.3821  0.0010
0.150  0.3565  0.0010
0.250  0.3202  0.0009
0.350  0.2844  0.0009
0.450  0.2499  0.0008
0.550  0.2132  0.0007
0.650  0.1747  0.0006
0.750  0.1435  0.0006
0.850  0.1119  0.0005
0.950  0.0826  0.0004
1.050  0.0581  0.0003
1.150  0.0396  0.0002
1.250  0.0252  0.0002
1.350  0.0132  0.0001
1.450  0.0066  0.0001
1.550  0.0019  0.0000
1.650  0.0005  0.0000
1.750 -0.0001 -0.0000
